"id","target","subassay","predictor","response","subpopulation","predicted"
"24","j36","B",496.2,4634,"sample",3921.23439944814
"24","r44","B",397.55,4692,"sample",4034.84123074006
"24","z52","B",372,4633,"sample",4064.26499697938
"24","g7","C",196.7,9973,"sample",4266.14312698926
"24","o15","C",330.4,8178,"sample",4112.17218584653
"24","w23","C",257.5,6857,"sample",4196.12492787574
"24","a53","C",421,7286,"sample",4007.83585624644
"24","e5","D",181.75,3134,"sample",4283.35977298839
"24","i9","D",234.6,3615,"sample",4222.49691405501
"24","a27","D",202.4,2996,"sample",4259.57892082237
"24","d30","D",304.3,4887,"sample",4142.2293404002
"24","i35","D",368.5,3387,"sample",4068.29564988888
"24","u47","D",248,3104,"sample",4207.06527148722
"24","h8","E",212.01,6119,"sample",4248.51189954801
"24","o15","E",412.5,6834,"sample",4017.62458474093
"24","a27","E",292.65,5601,"sample",4155.64565651323
"24","o41","E",270.9,6530,"sample",4180.69328530795
"24","q43","E",335.5,6465,"sample",4106.29894874984
"24","t46","E",254.4,6653,"sample",4199.69493473843
"24","p16","F",285.6,10148,"sample",4163.76454308807
"24","r44","F",422.1,10037,"sample",4006.56907961775
"24","y51","F",238,9107,"sample",4218.58142265721
"24","j10","G",483.9,8462,"sample",3935.39926538722
"24","k37","G",410.55,7603,"sample",4019.87023421908
"24","x50","G",319.2,9342,"sample",4125.07027515691
"24","e57","G",381.6,10309,"sample",4053.20949185619
"24","d4","I",169.15,7542,"sample",4297.87012346257
"24","h8","I",335.3,8240,"sample",4106.52927177324
"24","j10","I",237.8,9466,"sample",4218.81174568061
"24","p16","I",203.4,9319,"sample",4258.42730570537
"24","t20","I",153.1,6977,"sample",4316.3535460904
"24","x24","I",324.75,6729,"sample",4118.67881125757
"24","a27","I",345,8353,"sample",4095.35860513835
"24","p42","I",312.25,7880,"sample",4133.07400022006
"24","d56","I",373.8,6423,"sample",4062.19208976878
"24","t20","J",155.6,12027,"sample",4313.47450829791
"24","z26","J",229.6,10978,"sample",4228.25498964
"24","e57","J",381.5,12900,"sample",4053.32465336789
"24","f6","K",262.85,10498,"sample",4189.96378699979
"24","s19","K",205.8,9938,"sample",4255.66342942457
"24","z26","K",162.6,9572,"sample",4305.41320247892
"25","i9","A",153.8,2529,"sample",4315.5474155085
"25","m13","A",279.1,2021,"sample",4171.25004134856
"25","u21","A",226.5,2591,"sample",4231.8249965027
"25","a27","A",399.5,2371,"sample",4032.59558126192
"25","m39","A",212.15,2526,"sample",4248.35067343163
"25","u47","A",216.9,2160,"sample",4242.88050162588
"25","y51","A",237.9,2356,"sample",4218.69658416891
"25","f6","B",262.8,2900,"sample",4190.02136775564
"25","n14","B",191.75,2501,"sample",4271.8436218184
"25","b28","B",245.4,2673,"sample",4210.05947079142
"25","n40","B",330.25,2584,"sample",4112.34492811408
"25","z52","B",372,2633,"sample",4064.26499697938
"25","s19","C",205.95,2896,"sample",4255.49068715702
"25","w23","C",257.5,2981,"sample",4196.12492787574
"25","c29","C",237.9,3445,"sample",4218.69658416891
"25","k37","C",395.5,3274,"sample",4037.20204172991
"25","o41","C",247.8,2975,"sample",4207.29559451062
"25","s45","C",232.07,2629,"sample",4225.41050030101
"25","w49","C",410.8,2954,"sample",4019.58233043983
"25","a53","C",421,3104,"sample",4007.83585624644
"25","g7","D",292.3,2024,"sample",4156.04872180418
"25","d30","D",304.3,2806,"sample",4142.2293404002
"25","u47","D",248,2049,"sample",4207.06527148722
"25","c55","D",355.8,2010,"sample",4082.92116187476
"25","s19","E",219.7,6715,"sample",4239.65597929829
"25","h34","E",228.7,5704,"sample",4229.2914432453
"25","j36","E",397.9,5655,"sample",4034.43816544912
"25","o41","E",270.9,5351,"sample",4180.69328530795
"25","k11","F",270.4,6021,"sample",4181.26909286645
"25","p16","F",285.6,5917,"sample",4163.76454308807
"25","d56","F",249.9,5562,"sample",4204.87720276493
"25","r18","G",257.15,3942,"sample",4196.52799316669
"25","w23","G",238.5,3775,"sample",4218.00561509871
"25","c29","G",296.5,4081,"sample",4151.21193831279
"25","k37","G",410.55,3307,"sample",4019.87023421908
"25","e57","G",381.6,3770,"sample",4053.20949185619
"25","l12","H",297.7,3811,"sample",4149.83000017239
"25","l38","H",260.8,4098,"sample",4192.32459798964
"25","e57","H",352.4,3391,"sample",4086.83665327256
"25","l12","I",261.95,5480,"sample",4191.00024060509
"25","t20","I",153.1,4601,"sample",4316.3535460904
"25","x24","I",324.75,4262,"sample",4118.67881125757
"25","p42","I",312.25,5880,"sample",4133.07400022006
"25","t46","J",278.7,7048,"sample",4171.71068739536
"25","v48","J",265.8,7655,"sample",4186.56652240465
"25","e57","J",381.5,7197,"sample",4053.32465336789
"25","c3","K",177.6,4834,"sample",4288.13897572393
"25","f6","K",262.85,5257,"sample",4189.96378699979
"25","s19","K",205.8,4983,"sample",4255.66342942457
"25","z26","K",162.6,5141,"sample",4305.41320247892
"25","d56","K",249.9,4639,"sample",4204.87720276493
"26","e5","A",251,2155,"sample",4203.61042613623
"26","q17","A",189.6,2062,"sample",4274.31959431995
"26","u21","A",226.5,2588,"sample",4231.8249965027
"26","e31","A",262.4,2313,"sample",4190.48201380244
"26","r18","B",203.3,2566,"sample",4258.54246721707
"26","n40","B",330.25,2780,"sample",4112.34492811408
"26","o41","C",247.8,2801,"sample",4207.29559451062
"26","c55","C",319.2,2870,"sample",4125.07027515691
"26","g7","D",292.3,1873,"sample",4156.04872180418
"26","i9","D",234.6,1908,"sample",4222.49691405501
"26","n14","D",262.8,1961,"sample",4190.02136775564
"26","f32","D",432.7,2163,"sample",3994.36195937756
"26","n40","D",384.7,2183,"sample",4049.6394849935
"26","c55","D",355.8,2028,"sample",4082.92116187476
"1","i9","A",153.8,3787,"sample",4315.5474155085
"1","m13","A",279.1,3220,"sample",4171.25004134856
"1","q17","A",189.6,3224,"sample",4274.31959431995
"1","a27","A",399.5,2833,"sample",4032.59558126192
"1","i35","A",380.25,2552,"sample",4054.76417226414
"1","j36","B",496.2,2108,"sample",3921.23439944814
"1","b54","B",212.4,3300,"sample",4248.06276965238
"1","g7","C",196.7,4162,"sample",4266.14312698926
"1","k11","C",186.2,3043,"sample",4278.23508571774
"1","o15","C",330.4,3351,"sample",4112.17218584653
"1","o41","C",247.8,1653,"sample",4207.29559451062
"1","s45","C",232.07,3164,"sample",4225.41050030101
"1","w49","C",410.8,2157,"sample",4019.58233043983
"1","c3","D",191.1,2409,"sample",4272.59217164445
"1","e5","D",181.75,2112,"sample",4283.35977298839
"1","g7","D",292.3,2086,"sample",4156.04872180418
"1","n14","D",262.8,2435,"sample",4190.02136775564
"1","d30","D",304.3,2699,"sample",4142.2293404002
"1","f32","D",432.7,1417,"sample",3994.36195937756
"1","n40","D",384.7,983,"sample",4049.6394849935
"1","u47","D",248,2166,"sample",4207.06527148722
"1","z52","D",469.3,1342,"sample",3952.21284609541
"1","m13","E",368.6,2197,"sample",4068.18048837718
"1","s19","E",219.7,3566,"sample",4239.65597929829
"1","h34","E",228.7,2895,"sample",4229.2914432453
"1","v48","E",455.9,1491,"sample",3967.64448866319
"1","k11","F",270.4,5492,"sample",4181.26909286645
"1","v22","F",192.3,6276,"sample",4271.21023350405
"1","w49","F",403.83,4605,"sample",4027.60908780531
"1","y51","F",238,6182,"sample",4218.58142265721
"1","k37","G",410.55,2821,"sample",4019.87023421908
"1","x50","G",319.2,3360,"sample",4125.07027515691
"1","e57","G",381.6,3900,"sample",4053.20949185619
"1","q17","H",175.95,4041,"sample",4290.03914066698
"1","u21","H",245.5,3543,"sample",4209.94430927972
"1","y51","H",281.9,3664,"sample",4168.02551902097
"1","d4","I",169.15,5805,"sample",4297.87012346257
"1","h8","I",335.3,3500,"sample",4106.52927177324
"1","j10","I",237.8,5623,"sample",4218.81174568061
"1","d56","I",373.8,4364,"sample",4062.19208976878
"1","b2","J",360.3,6884,"sample",4077.73889384827
"1","t20","J",155.6,6623,"sample",4313.47450829791
"1","v48","J",265.8,5784,"sample",4186.56652240465
"1","e57","J",381.5,5778,"sample",4053.32465336789
"1","c3","K",177.6,4732,"sample",4288.13897572393
"1","s19","K",205.8,4786,"sample",4255.66342942457
"1","x50","K",319.2,4326,"sample",4125.07027515691
"2","m13","A",279.1,3811,"sample",4171.25004134856
"2","q17","A",189.6,3526,"sample",4274.31959431995
"2","a27","A",399.5,3706,"sample",4032.59558126192
"2","i35","A",380.25,3773,"sample",4054.76417226414
"2","q43","A",341.56,4758,"sample",4099.32016114082
"2","e57","A",352.4,3475,"sample",4086.83665327256
"2","r18","B",203.3,4631,"sample",4258.54246721707
"2","v22","B",163.8,4894,"sample",4304.03126433852
"2","f32","B",465.9,5737,"sample",3956.1283374932
"2","n40","B",330.25,5200,"sample",4112.34492811408
"2","w23","C",257.5,3163,"sample",4196.12492787574
"2","c29","C",237.9,3396,"sample",4218.69658416891
"2","s45","C",232.07,2890,"sample",4225.41050030101
"2","c3","D",191.1,2420,"sample",4272.59217164445
"2","i9","D",234.6,2978,"sample",4222.49691405501
"2","n14","D",262.8,2957,"sample",4190.02136775564
"2","i35","D",368.5,2800,"sample",4068.29564988888
"2","n40","D",384.7,3222,"sample",4049.6394849935
"2","z52","D",469.3,2562,"sample",3952.21284609541
"2","m13","E",368.6,3058,"sample",4068.18048837718
"2","a27","E",292.65,3650,"sample",4155.64565651323
"2","j36","E",397.9,3704,"sample",4034.43816544912
"2","m39","E",196.9,3433,"sample",4265.91280396586
"2","v22","F",192.3,6406,"sample",4271.21023350405
"2","x24","F",208.7,6231,"sample",4252.32374558527
"2","w49","F",403.83,6485,"sample",4027.60908780531
"2","d56","F",249.9,4404,"sample",4204.87720276493
"2","f6","G",216.3,3165,"sample",4243.57147069608
"2","j10","G",483.9,2904,"sample",3935.39926538722
"2","r18","G",257.15,3265,"sample",4196.52799316669
"2","y25","G",356.45,2716,"sample",4082.17261204871
"2","c29","G",296.5,3005,"sample",4151.21193831279
"2","k37","G",410.55,2792,"sample",4019.87023421908
"2","s45","G",196.8,3016,"sample",4266.02796547756
"2","a53","G",277,3234,"sample",4173.66843309426
"2","q17","H",175.95,2804,"sample",4290.03914066698
"2","u21","H",245.5,2853,"sample",4209.94430927972
"2","e31","H",213.1,2894,"sample",4247.25663907048
"2","l38","H",260.8,2947,"sample",4192.32459798964
"2","e57","J",381.5,4756,"sample",4053.32465336789
"2","c3","K",177.6,4316,"sample",4288.13897572393
"2","z26","K",162.6,4172,"sample",4305.41320247892
"2","l38","K",242.5,6144,"sample",4213.39915463072
"2","x50","K",319.2,4789,"sample",4125.07027515691
"3","e5","A",251,2364,"sample",4203.61042613623
"3","m13","A",279.1,2774,"sample",4171.25004134856
"3","u21","A",226.5,3088,"sample",4231.8249965027
"3","m39","A",212.15,2850,"sample",4248.35067343163
"3","y25","B",413.65,2447,"sample",4016.30022735639
"3","j36","B",496.2,2788,"sample",3921.23439944814
"3","b54","B",212.4,2381,"sample",4248.06276965238
"3","g7","C",196.7,3696,"sample",4266.14312698926
"3","w23","C",257.5,2764,"sample",4196.12492787574
"3","g33","C",221,2509,"sample",4238.15887964619
"3","k37","C",395.5,3796,"sample",4037.20204172991
"3","o41","C",247.8,3066,"sample",4207.29559451062
"3","f32","D",432.7,2644,"sample",3994.36195937756
"3","n40","D",384.7,2530,"sample",4049.6394849935
"3","z52","D",469.3,2165,"sample",3952.21284609541
"3","c55","D",355.8,2517,"sample",4082.92116187476
"3","o15","E",412.5,4015,"sample",4017.62458474093
"3","q43","E",335.5,3828,"sample",4106.29894874984
"3","g33","F",227.9,6436,"sample",4230.2127353389
"3","y25","G",356.45,4396,"sample",4082.17261204871
"3","p42","G",333.5,5721,"sample",4108.60217898383
"3","x50","G",319.2,5236,"sample",4125.07027515691
"3","e57","G",381.6,5810,"sample",4053.20949185619
"3","a27","H",194.3,4477,"sample",4268.90700327005
"3","h34","H",233.8,5398,"sample",4223.41820614861
"3","y51","H",281.9,5398,"sample",4168.02551902097
"3","e57","H",352.4,5031,"sample",4086.83665327256
"3","d4","I",169.15,5921,"sample",4297.87012346257
"3","h8","I",335.3,6284,"sample",4106.52927177324
"3","j10","I",237.8,7027,"sample",4218.81174568061
"3","l12","I",261.95,5918,"sample",4191.00024060509
"3","t20","I",153.1,4818,"sample",4316.3535460904
"3","x24","I",324.75,4824,"sample",4118.67881125757
"3","a27","I",345,7051,"sample",4095.35860513835
"3","d56","I",373.8,4730,"sample",4062.19208976878
"3","z26","J",229.6,5723,"sample",4228.25498964
"3","t46","J",278.7,5621,"sample",4171.71068739536
"3","v48","J",265.8,5981,"sample",4186.56652240465
"3","e57","J",381.5,6675,"sample",4053.32465336789
"3","a1","K",210.5,5956,"sample",4250.25083837468
"3","z26","K",162.6,5377,"sample",4305.41320247892
"3","x50","K",319.2,6417,"sample",4125.07027515691
"4","u21","A",226.5,3249,"sample",4231.8249965027
"4","u47","A",216.9,2862,"sample",4242.88050162588
"4","e57","A",352.4,2939,"sample",4086.83665327256
"4","n14","B",191.75,3451,"sample",4271.8436218184
"4","r18","B",203.3,3732,"sample",4258.54246721707
"4","z52","B",372,3945,"sample",4064.26499697938
"4","k11","C",186.2,1228,"sample",4278.23508571774
"4","c29","C",237.9,1619,"sample",4218.69658416891
"4","g33","C",221,1267,"sample",4238.15887964619
"4","k37","C",395.5,1898,"sample",4037.20204172991
"4","w49","C",410.8,1680,"sample",4019.58233043983
"4","a53","C",421,1802,"sample",4007.83585624644
"4","e5","D",181.75,2466,"sample",4283.35977298839
"4","i9","D",234.6,2836,"sample",4222.49691405501
"4","a27","D",202.4,2614,"sample",4259.57892082237
"4","d30","D",304.3,3836,"sample",4142.2293404002
"4","i35","D",368.5,2928,"sample",4068.29564988888
"4","u47","D",248,2581,"sample",4207.06527148722
"4","j36","E",397.9,4608,"sample",4034.43816544912
"4","o41","E",270.9,4514,"sample",4180.69328530795
"4","v48","E",455.9,4327,"sample",3967.64448866319
"4","v22","F",192.3,6614,"sample",4271.21023350405
"4","w49","F",403.83,7179,"sample",4027.60908780531
"4","d56","F",249.9,5004,"sample",4204.87720276493
"4","f6","G",216.3,4848,"sample",4243.57147069608
"4","c29","G",296.5,4281,"sample",4151.21193831279
"4","p42","G",333.5,4631,"sample",4108.60217898383
"4","e57","G",381.6,4753,"sample",4053.20949185619
"4","l12","H",297.7,5245,"sample",4149.83000017239
"4","q17","H",175.95,4576,"sample",4290.03914066698
"4","a27","H",194.3,4462,"sample",4268.90700327005
"4","l38","H",260.8,4931,"sample",4192.32459798964
"4","y51","H",281.9,5549,"sample",4168.02551902097
"4","j10","I",237.8,5283,"sample",4218.81174568061
"4","t20","I",153.1,3818,"sample",4316.3535460904
"4","x24","I",324.75,4052,"sample",4118.67881125757
"4","t20","J",155.6,2765,"sample",4313.47450829791
"4","v48","J",265.8,2693,"sample",4186.56652240465
"4","f6","K",262.85,6279,"sample",4189.96378699979
"4","l38","K",242.5,7646,"sample",4213.39915463072
"5","u21","A",226.5,1182,"sample",4231.8249965027
"5","a27","A",399.5,1096,"sample",4032.59558126192
"5","q43","A",341.56,1407,"sample",4099.32016114082
"5","u47","A",216.9,1077,"sample",4242.88050162588
"5","r18","B",203.3,1802,"sample",4258.54246721707
"5","v22","B",163.8,1787,"sample",4304.03126433852
"5","j36","B",496.2,2004,"sample",3921.23439944814
"5","n40","B",330.25,2155,"sample",4112.34492811408
"5","r44","B",397.55,1968,"sample",4034.84123074006
"5","z52","B",372,2047,"sample",4064.26499697938
"5","a53","C",421,2717,"sample",4007.83585624644
"5","c3","D",191.1,615,"sample",4272.59217164445
"5","i9","D",234.6,755,"sample",4222.49691405501
"5","n14","D",262.8,702,"sample",4190.02136775564
"5","d30","D",304.3,953,"sample",4142.2293404002
"5","u47","D",248,610,"sample",4207.06527148722
"5","h8","E",212.01,1990,"sample",4248.51189954801
"5","m13","E",368.6,1961,"sample",4068.18048837718
"5","h34","E",228.7,2114,"sample",4229.2914432453
"5","m39","E",196.9,1916,"sample",4265.91280396586
"5","q43","E",335.5,2184,"sample",4106.29894874984
"5","t46","E",254.4,2206,"sample",4199.69493473843
"5","k11","F",270.4,3421,"sample",4181.26909286645
"5","p16","F",285.6,3452,"sample",4163.76454308807
"5","v22","F",192.3,3902,"sample",4271.21023350405
"5","r44","F",422.1,3549,"sample",4006.56907961775
"5","j10","G",483.9,2247,"sample",3935.39926538722
"5","w23","G",238.5,2345,"sample",4218.00561509871
"5","k37","G",410.55,1959,"sample",4019.87023421908
"5","a53","G",277,2526,"sample",4173.66843309426
"5","e31","H",213.1,2404,"sample",4247.25663907048
"5","l38","H",260.8,2379,"sample",4192.32459798964
"5","y51","H",281.9,2595,"sample",4168.02551902097
"5","e57","H",352.4,2556,"sample",4086.83665327256
"5","a27","I",345,2203,"sample",4095.35860513835
"5","d30","I",289.2,2126,"sample",4159.61872866688
"5","p42","I",312.25,2355,"sample",4133.07400022006
"5","b2","J",360.3,2378,"sample",4077.73889384827
"5","b28","J",238.6,3765,"sample",4217.89045358701
"5","e57","J",381.5,3966,"sample",4053.32465336789
"5","s19","K",205.8,3072,"sample",4255.66342942457
"5","z26","K",162.6,2669,"sample",4305.41320247892
"5","d56","K",249.9,2924,"sample",4204.87720276493
"6","e5","A",251,2410,"sample",4203.61042613623
"6","q17","A",189.6,1991,"sample",4274.31959431995
"6","q43","A",341.56,2711,"sample",4099.32016114082
"6","e57","A",352.4,2209,"sample",4086.83665327256
"6","n14","B",191.75,2106,"sample",4271.8436218184
"6","r18","B",203.3,2132,"sample",4258.54246721707
"6","v22","B",163.8,2261,"sample",4304.03126433852
"6","b28","B",245.4,2226,"sample",4210.05947079142
"6","z52","B",372,2514,"sample",4064.26499697938
"6","k11","C",186.2,1718,"sample",4278.23508571774
"6","o15","C",330.4,2460,"sample",4112.17218584653
"6","o41","C",247.8,1916,"sample",4207.29559451062
"6","s45","C",232.07,1731,"sample",4225.41050030101
"6","c55","C",319.2,2174,"sample",4125.07027515691
"6","e5","D",181.75,1986,"sample",4283.35977298839
"6","a27","D",202.4,2075,"sample",4259.57892082237
"6","i35","D",368.5,2508,"sample",4068.29564988888
"6","n40","D",384.7,2370,"sample",4049.6394849935
"6","o15","E",412.5,2193,"sample",4017.62458474093
"6","j36","E",397.9,2206,"sample",4034.43816544912
"6","t46","E",254.4,2036,"sample",4199.69493473843
"6","v48","E",455.9,1763,"sample",3967.64448866319
"6","p16","F",285.6,4346,"sample",4163.76454308807
"6","v22","F",192.3,4531,"sample",4271.21023350405
"6","g33","F",227.9,4534,"sample",4230.2127353389
"6","y51","F",238,4245,"sample",4218.58142265721
"6","f6","G",216.3,4008,"sample",4243.57147069608
"6","y25","G",356.45,2855,"sample",4082.17261204871
"6","e31","H",213.1,2349,"sample",4247.25663907048
"6","l12","I",261.95,2688,"sample",4191.00024060509
"6","p16","I",203.4,3405,"sample",4258.42730570537
"6","t20","I",153.1,2382,"sample",4316.3535460904
"6","a27","I",345,3257,"sample",4095.35860513835
"6","d30","I",289.2,3046,"sample",4159.61872866688
"6","z26","J",229.6,4124,"sample",4228.25498964
"6","t46","J",278.7,4114,"sample",4171.71068739536
"6","e57","J",381.5,4466,"sample",4053.32465336789
"6","a1","K",210.5,4423,"sample",4250.25083837468
"6","f6","K",262.85,4550,"sample",4189.96378699979
"6","z26","K",162.6,4654,"sample",4305.41320247892
"6","x50","K",319.2,4246,"sample",4125.07027515691
"7","i9","A",153.8,4242,"sample",4315.5474155085
"7","a27","A",399.5,3955,"sample",4032.59558126192
"7","q43","A",341.56,4894,"sample",4099.32016114082
"7","y51","A",237.9,4164,"sample",4218.69658416891
"7","y25","B",413.65,4871,"sample",4016.30022735639
"7","r44","B",397.55,5583,"sample",4034.84123074006
"7","b54","B",212.4,4925,"sample",4248.06276965238
"7","s19","C",205.95,2584,"sample",4255.49068715702
"7","g33","C",221,2154,"sample",4238.15887964619
"7","s45","C",232.07,2418,"sample",4225.41050030101
"7","n14","D",262.8,4403,"sample",4190.02136775564
"7","d30","D",304.3,5490,"sample",4142.2293404002
"7","f32","D",432.7,5485,"sample",3994.36195937756
"7","n40","D",384.7,4877,"sample",4049.6394849935
"7","u47","D",248,3726,"sample",4207.06527148722
"7","h8","E",212.01,5095,"sample",4248.51189954801
"7","o15","E",412.5,5763,"sample",4017.62458474093
"7","s19","E",219.7,6242,"sample",4239.65597929829
"7","m39","E",196.9,5091,"sample",4265.91280396586
"7","o41","E",270.9,5710,"sample",4180.69328530795
"7","q43","E",335.5,5821,"sample",4106.29894874984
"7","v48","E",455.9,5658,"sample",3967.64448866319
"7","x24","F",208.7,6043,"sample",4252.32374558527
"7","g33","F",227.9,6542,"sample",4230.2127353389
"7","j10","G",483.9,4572,"sample",3935.39926538722
"7","p42","G",333.5,4942,"sample",4108.60217898383
"7","x50","G",319.2,5081,"sample",4125.07027515691
"7","a53","G",277,5844,"sample",4173.66843309426
"7","u21","H",245.5,5924,"sample",4209.94430927972
"7","e57","H",352.4,6689,"sample",4086.83665327256
"7","d4","I",169.15,6365,"sample",4297.87012346257
"7","x24","I",324.75,4884,"sample",4118.67881125757
"7","p42","I",312.25,6285,"sample",4133.07400022006
"7","x50","I",365.2,6035,"sample",4072.09597977497
"7","z26","J",229.6,7585,"sample",4228.25498964
"7","t46","J",278.7,7343,"sample",4171.71068739536
"7","v48","J",265.8,7680,"sample",4186.56652240465
"7","a1","K",210.5,8215,"sample",4250.25083837468
"7","s19","K",205.8,9155,"sample",4255.66342942457
"7","x50","K",319.2,8336,"sample",4125.07027515691
"8","e5","A",251,3618,"sample",4203.61042613623
"8","i9","A",153.8,3495,"sample",4315.5474155085
"8","m13","A",279.1,3683,"sample",4171.25004134856
"8","q17","A",189.6,3142,"sample",4274.31959431995
"8","a27","A",399.5,3708,"sample",4032.59558126192
"8","i35","A",380.25,3616,"sample",4054.76417226414
"8","u47","A",216.9,3697,"sample",4242.88050162588
"8","e57","A",352.4,3406,"sample",4086.83665327256
"8","f6","B",262.8,4010,"sample",4190.02136775564
"8","r18","B",203.3,3772,"sample",4258.54246721707
"8","r44","B",397.55,3773,"sample",4034.84123074006
"8","z52","B",372,4041,"sample",4064.26499697938
"8","g7","C",196.7,4101,"sample",4266.14312698926
"8","g33","C",221,2888,"sample",4238.15887964619
"8","s45","C",232.07,2980,"sample",4225.41050030101
"8","c3","D",191.1,2308,"sample",4272.59217164445
"8","e5","D",181.75,2170,"sample",4283.35977298839
"8","i9","D",234.6,2370,"sample",4222.49691405501
"8","i35","D",368.5,2653,"sample",4068.29564988888
"8","c55","D",355.8,2497,"sample",4082.92116187476
"8","o15","E",412.5,3997,"sample",4017.62458474093
"8","s19","E",219.7,4683,"sample",4239.65597929829
"8","a27","E",292.65,4696,"sample",4155.64565651323
"8","j36","E",397.9,4076,"sample",4034.43816544912
"8","o41","E",270.9,3968,"sample",4180.69328530795
"8","v48","E",455.9,3869,"sample",3967.64448866319
"8","b54","E",281.6,4386,"sample",4168.37100355607
"8","p16","F",285.6,5286,"sample",4163.76454308807
"8","g33","F",227.9,6474,"sample",4230.2127353389
"8","w49","F",403.83,5512,"sample",4027.60908780531
"8","f6","G",216.3,3875,"sample",4243.57147069608
"8","j10","G",483.9,3135,"sample",3935.39926538722
"8","r18","G",257.15,3716,"sample",4196.52799316669
"8","x50","G",319.2,3591,"sample",4125.07027515691
"8","l12","H",297.7,6439,"sample",4149.83000017239
"8","u21","H",245.5,5326,"sample",4209.94430927972
"8","h34","H",233.8,6829,"sample",4223.41820614861
"8","l38","H",260.8,6429,"sample",4192.32459798964
"8","e57","H",352.4,5615,"sample",4086.83665327256
"8","d4","I",169.15,6308,"sample",4297.87012346257
"8","h8","I",335.3,5489,"sample",4106.52927177324
"8","p16","I",203.4,6891,"sample",4258.42730570537
"8","d56","I",373.8,5100,"sample",4062.19208976878
"8","z26","J",229.6,7764,"sample",4228.25498964
"8","s19","K",205.8,7386,"sample",4255.66342942457
"8","z26","K",162.6,6750,"sample",4305.41320247892
"8","l38","K",242.5,10635,"sample",4213.39915463072
"9","m39","A",212.15,3137,"sample",4248.35067343163
"9","u47","A",216.9,2826,"sample",4242.88050162588
"9","f6","B",262.8,1271,"sample",4190.02136775564
"9","n14","B",191.75,1383,"sample",4271.8436218184
"9","v22","B",163.8,1448,"sample",4304.03126433852
"9","y25","B",413.65,526,"sample",4016.30022735639
"9","b28","B",245.4,1339,"sample",4210.05947079142
"9","n40","B",330.25,973,"sample",4112.34492811408
"9","r44","B",397.55,655,"sample",4034.84123074006
"9","z52","B",372,835,"sample",4064.26499697938
"9","o15","C",330.4,2344,"sample",4112.17218584653
"9","w23","C",257.5,2218,"sample",4196.12492787574
"9","g33","C",221,1803,"sample",4238.15887964619
"9","o41","C",247.8,2196,"sample",4207.29559451062
"9","c3","D",191.1,1928,"sample",4272.59217164445
"9","e5","D",181.75,1842,"sample",4283.35977298839
"9","n14","D",262.8,2081,"sample",4190.02136775564
"9","a27","D",202.4,2053,"sample",4259.57892082237
"9","d30","D",304.3,2668,"sample",4142.2293404002
"9","f32","D",432.7,2107,"sample",3994.36195937756
"9","n40","D",384.7,2096,"sample",4049.6394849935
"9","h8","E",212.01,2308,"sample",4248.51189954801
"9","a27","E",292.65,2768,"sample",4155.64565651323
"9","m39","E",196.9,2353,"sample",4265.91280396586
"9","o41","E",270.9,2210,"sample",4180.69328530795
"9","t46","E",254.4,2414,"sample",4199.69493473843
"9","v48","E",455.9,1820,"sample",3967.64448866319
"9","b54","E",281.6,2729,"sample",4168.37100355607
"9","p16","F",285.6,3060,"sample",4163.76454308807
"9","y51","F",238,3476,"sample",4218.58142265721
"9","d56","F",249.9,2636,"sample",4204.87720276493
"9","r18","G",257.15,2770,"sample",4196.52799316669
"9","p42","G",333.5,2847,"sample",4108.60217898383
"9","a53","G",277,3151,"sample",4173.66843309426
"9","a27","H",194.3,3121,"sample",4268.90700327005
"9","l12","I",261.95,3692,"sample",4191.00024060509
"9","a27","I",345,4075,"sample",4095.35860513835
"9","p42","I",312.25,3379,"sample",4133.07400022006
"9","x50","I",365.2,3208,"sample",4072.09597977497
"9","t46","J",278.7,4857,"sample",4171.71068739536
"9","a1","K",210.5,4604,"sample",4250.25083837468
"9","z26","K",162.6,4705,"sample",4305.41320247892
"9","a53","K",277.06,4633,"sample",4173.59933618724
"10","q17","A",189.6,2063,"sample",4274.31959431995
"10","u21","A",226.5,2654,"sample",4231.8249965027
"10","a27","A",399.5,2562,"sample",4032.59558126192
"10","e31","A",262.4,2247,"sample",4190.48201380244
"10","n14","B",191.75,2604,"sample",4271.8436218184
"10","y25","B",413.65,2425,"sample",4016.30022735639
"10","j36","B",496.2,2642,"sample",3921.23439944814
"10","z52","B",372,2837,"sample",4064.26499697938
"10","o15","C",330.4,2403,"sample",4112.17218584653
"10","w23","C",257.5,1956,"sample",4196.12492787574
"10","g33","C",221,1570,"sample",4238.15887964619
"10","k37","C",395.5,2445,"sample",4037.20204172991
"10","o41","C",247.8,2076,"sample",4207.29559451062
"10","a53","C",421,2375,"sample",4007.83585624644
"10","c55","C",319.2,2338,"sample",4125.07027515691
"10","i35","D",368.5,2178,"sample",4068.29564988888
"10","c55","D",355.8,2260,"sample",4082.92116187476
"10","h8","E",212.01,2417,"sample",4248.51189954801
"10","t46","E",254.4,2932,"sample",4199.69493473843
"10","v48","E",455.9,2467,"sample",3967.64448866319
"10","w49","F",403.83,3969,"sample",4027.60908780531
"10","f6","G",216.3,3329,"sample",4243.57147069608
"10","j10","G",483.9,3099,"sample",3935.39926538722
"10","w23","G",238.5,2980,"sample",4218.00561509871
"10","p42","G",333.5,3463,"sample",4108.60217898383
"10","e57","G",381.6,3551,"sample",4053.20949185619
"10","l12","H",297.7,3877,"sample",4149.83000017239
"10","l12","I",261.95,3417,"sample",4191.00024060509
