"id","target","subpopulation","predictor","response","predicted"
"16","s45","G",196.8,5028,5017.39182381303
"16","u21","H",245.5,3943,4891.89768208897
"16","a27","H",194.3,3873,4751.485318794
"16","e31","H",213.1,3955,4803.04298344137
"16","h34","H",233.8,4689,4859.81126313289
"16","y51","H",281.9,4676,4991.72209661899
"16","h8","I",335.3,6229,5148.6657096167
"16","a27","I",345,6528,5124.24881322384
"16","p42","I",312.25,5827,5206.6873036224
"16","d56","I",373.8,4691,5051.75328578938
"16","b28","J",238.6,6269,6543.42038881507
"16","t46","J",278.7,5531,6771.71914604563
"16","a1","K",210.5,5408,6183.81708208917
"16","c3","K",177.6,5390,6090.13602151404
"16","a53","K",277.06,5673,6373.34326421321
"17","e5","A",251,2646,3414.60707966182
"17","i9","A",153.8,2870,3323.76481464753
"17","f6","B",262.8,3876,3860.90279307459
"17","f32","B",465.9,3921,4059.22565011137
"17","j36","B",496.2,3401,4088.81295965453
"17","r44","B",397.55,3505,3992.48331983828
"17","z52","B",372,3747,3967.53428489348
"17","g7","C",196.7,4052,2975.60813958333
"17","o15","C",330.4,3843,3189.7705637545
"17","w23","C",257.5,3342,3072.99838183918
"17","g33","C",221,2826,3014.53220022177
"17","k37","C",395.5,3835,3294.04860274884
"17","w49","C",410.8,3319,3318.5563446323
"17","g7","D",292.3,2118,2724.70562759486
"17","n14","D",262.8,2237,2665.84885457287
"17","f32","D",432.7,2481,3004.82396428257
"17","n40","D",384.7,2302,2909.05701156882
"17","a27","E",292.65,4030,4016.64131605076
"17","m39","E",196.9,3131,4098.8658653886
"17","o41","E",270.9,3394,4035.31895519538
"17","r44","F",422.1,3491,5117.01460347675
"17","r18","G",257.15,4702,4830.79896336
"17","y25","G",356.45,3821,4523.7787306676
"17","k37","G",410.55,4320,4356.50990298725
"17","p42","G",333.5,4786,4594.7365790089
"17","a53","G",277,5116,4769.42583527396
"17","q17","H",175.95,4787,4701.1617471834
"17","h34","H",233.8,5621,4859.81126313289
"17","y51","H",281.9,5819,4991.72209661899
"17","h8","I",335.3,4008,5148.6657096167
"17","d30","I",289.2,3854,5264.7088976281
"17","p42","I",312.25,3824,5206.6873036224
"17","t20","J",155.6,5344,6070.88181399868
"17","v48","J",265.8,6178,6698.27640369465
"17","e57","J",381.5,6302,7356.983790517
"17","c3","K",177.6,5108,6090.13602151404
"17","s19","K",205.8,5456,6170.43407343558
"17","z26","K",162.6,5442,6047.42429176854
"17","a53","K",277.06,5619,6373.34326421321
"18","i9","A",153.8,2933,3323.76481464753
"18","m13","A",279.1,2549,3440.86909249002
"18","u21","A",226.5,2942,3391.70959516748
"18","q43","A",341.56,2847,3499.24365908253
"18","u47","A",216.9,2515,3382.73751961051
"18","y51","A",237.9,2934,3402.36393489137
"18","e57","A",352.4,2298,3509.37462773227
"18","n14","B",191.75,3495,3791.52396987191
"18","b28","B",245.4,3474,3843.91206086168
"18","f32","B",465.9,3823,4059.22565011137
"18","r44","B",397.55,3262,3992.48331983828
"18","b54","B",212.4,3437,3811.68825838894
"18","s19","C",205.95,2024,2990.42491163706
"18","w23","C",257.5,2161,3072.99838183918
"18","g33","C",221,1822,3014.53220022177
"18","s45","C",232.07,1886,3032.26427229039
"18","g7","D",292.3,1912,2724.70562759486
"18","f32","D",432.7,2158,3004.82396428257
"18","i35","D",368.5,1840,2876.73566502793
"18","u47","D",248,1853,2636.32071081946
"18","z52","D",469.3,1699,3077.84626572681
"18","o15","E",412.5,1788,3913.72108379863
"18","h34","E",228.7,2044,4071.55786884611
"18","j36","E",397.9,1948,3926.25871743135
"18","m39","E",196.9,1950,4098.8658653886
"18","q43","E",335.5,1850,3979.84422008076
"18","t46","E",254.4,2233,4049.48819868441
"18","v48","E",455.9,1763,3876.45167971234
"18","d56","F",249.9,3008,5424.50057101267
"18","s45","G",196.8,4504,5017.39182381303
"18","a53","G",277,4762,4769.42583527396
"18","l12","H",297.7,3870,5035.05247435455
"18","a27","H",194.3,4110,4751.485318794
"18","x24","I",324.75,3078,5175.22223095119
"18","p42","I",312.25,3771,5206.6873036224
"18","b2","J",360.3,7584,7236.28719068439
"18","t20","J",155.6,6245,6070.88181399868
"18","v48","J",265.8,6595,6698.27640369465
"18","a1","K",210.5,4972,6183.81708208917
"18","c3","K",177.6,4849,6090.13602151404
"18","f6","K",262.85,5423,6332.88101890097
"18","s19","K",205.8,4528,6170.43407343558
"18","l38","K",242.5,5883,6274.93543887957
"18","x50","K",319.2,4982,6493.33475031157
"19","q17","A",189.6,3082,3357.22317974539
"19","a27","A",399.5,3953,3553.39387343364
"19","e57","A",352.4,3421,3509.37462773227
"19","n14","B",191.75,4008,3791.52396987191
"19","z52","B",372,4340,3967.53428489348
"19","k11","C",186.2,2885,2958.78910103586
"19","s19","C",205.95,3121,2990.42491163706
"19","c29","C",237.9,3679,3041.60284321723
"19","g7","D",292.3,2690,2724.70562759486
"19","f32","D",432.7,3233,3004.82396428257
"19","n40","D",384.7,2688,2909.05701156882
"19","u47","D",248,2375,2636.32071081946
"19","h8","E",212.01,2717,4085.89027332077
"19","h34","E",228.7,3162,4071.55786884611
"19","q43","E",335.5,3260,3979.84422008076
"19","b54","E",281.6,3438,4026.13041547826
"19","y51","F",238,5489,5445.74960128954
"19","r18","G",257.15,4614,4830.79896336
"19","w23","G",238.5,4014,4888.46187715369
"19","c29","G",296.5,4429,4709.13485302318
"19","s45","G",196.8,4245,5017.39182381303
"19","a27","H",194.3,6072,4751.485318794
"19","d4","I",169.15,4984,5566.89945556237
"19","h8","I",335.3,5541,5148.6657096167
"19","t20","J",155.6,6140,6070.88181399868
"19","z26","J",229.6,7302,6492.18126624461
"19","e57","J",381.5,8362,7356.983790517
"19","s19","K",205.8,6263,6170.43407343558
"19","x50","K",319.2,6917,6493.33475031157
"19","a53","K",277.06,6323,6373.34326421321
"20","e5","A",251,3521,3414.60707966182
"20","u21","A",226.5,4460,3391.70959516748
"20","e31","A",262.4,4087,3425.26141938571
"20","m39","A",212.15,4333,3378.29821139222
"20","v22","B",163.8,3862,3764.23138565636
"20","r44","B",397.55,4772,3992.48331983828
"20","z52","B",372,5306,3967.53428489348
"20","w23","C",257.5,2276,3072.99838183918
"20","o41","C",247.8,2342,3057.46079384771
"20","c55","C",319.2,2642,3171.83025597053
"20","c3","D",191.1,2590,2522.7969689567
"20","i9","D",234.6,3430,2609.58576985354
"20","n14","D",262.8,3614,2665.84885457287
"20","d30","D",304.3,5350,2748.64736577329
"20","n40","D",384.7,4466,2909.05701156882
"20","z52","D",469.3,4393,3077.84626572681
"20","o15","E",412.5,4506,3913.72108379863
"20","o41","E",270.9,4087,4035.31895519538
"20","t46","E",254.4,4635,4049.48819868441
"20","v48","E",455.9,4606,3876.45167971234
"20","k11","F",270.4,5718,5387.89509868696
"20","p16","F",285.6,5711,5360.75348018205
"20","g33","F",227.9,6630,5463.78449253294
"20","f6","G",216.3,5947,4957.10084156226
"20","r18","G",257.15,6294,4830.79896336
"20","w23","G",238.5,5267,4888.46187715369
"20","y25","G",356.45,5123,4523.7787306676
"20","c29","G",296.5,5559,4709.13485302318
"20","h34","H",233.8,7610,4859.81126313289
"20","l38","H",260.8,7000,4933.85684533923
"20","h8","I",335.3,6353,5148.6657096167
"20","j10","I",237.8,6339,5394.0932764521
"20","t20","I",153.1,4931,5607.3006088722
"20","d30","I",289.2,6452,5264.7088976281
"20","b2","J",360.3,16239,7236.28719068439
"20","z26","J",229.6,12290,6492.18126624461
"20","b28","J",238.6,12672,6543.42038881507
"20","v48","J",265.8,11440,6698.27640369465
"20","a1","K",210.5,8727,6183.81708208917
"20","s19","K",205.8,9002,6170.43407343558
"20","z26","K",162.6,8690,6047.42429176854
"20","x50","K",319.2,9244,6493.33475031157
"21","q17","A",189.6,4074,3357.22317974539
"21","a27","A",399.5,5050,3553.39387343364
"21","i35","A",380.25,4411,3535.40299275951
"21","e57","A",352.4,4249,3509.37462773227
"21","n14","B",191.75,2960,3791.52396987191
"21","v22","B",163.8,3044,3764.23138565636
"21","y25","B",413.65,2930,4008.20462952953
"21","r44","B",397.55,3412,3992.48331983828
"21","z52","B",372,3729,3967.53428489348
"21","g7","C",196.7,2734,2975.60813958333
"21","o15","C",330.4,2806,3189.7705637545
"21","c29","C",237.9,2670,3041.60284321723
"21","o41","C",247.8,2461,3057.46079384771
"21","s45","C",232.07,2066,3032.26427229039
"21","a53","C",421,2643,3334.89483922128
"21","e5","D",181.75,2474,2504.142364626
"21","g7","D",292.3,2901,2724.70562759486
"21","i9","D",234.6,3006,2609.58576985354
"21","n14","D",262.8,3056,2665.84885457287
"21","d30","D",304.3,3800,2748.64736577329
"21","z52","D",469.3,2903,3077.84626572681
"21","c55","D",355.8,3060,2851.39732545575
"21","h8","E",212.01,4540,4085.89027332077
"21","m39","E",196.9,4422,4098.8658653886
"21","v48","E",455.9,5320,3876.45167971234
"21","b54","E",281.6,5684,4026.13041547826
"21","g33","F",227.9,7976,5463.78449253294
"21","w49","F",403.83,7517,5149.63811466654
"21","f6","G",216.3,4618,4957.10084156226
"21","w23","G",238.5,4038,4888.46187715369
"21","c29","G",296.5,4662,4709.13485302318
"21","k37","G",410.55,4192,4356.50990298725
"21","l12","H",297.7,4519,5035.05247435455
"21","a27","H",194.3,3942,4751.485318794
"21","e31","H",213.1,3960,4803.04298344137
"21","h8","I",335.3,6098,5148.6657096167
"21","l12","I",261.95,5861,5333.30275605133
"21","p16","I",203.4,7033,5480.68515644326
"21","t20","I",153.1,5103,5607.3006088722
"21","x24","I",324.75,5244,5175.22223095119
"21","b2","J",360.3,8497,7236.28719068439
"21","t46","J",278.7,5908,6771.71914604563
"21","e57","J",381.5,7445,7356.983790517
"21","s19","K",205.8,7992,6170.43407343558
"21","d56","K",249.9,7375,6296.00655888735
"22","i9","A",153.8,3527,3323.76481464753
"22","u21","A",226.5,3377,3391.70959516748
"22","m39","A",212.15,3266,3378.29821139222
"22","y51","A",237.9,3591,3402.36393489137
"22","v22","B",163.8,2799,3764.23138565636
"22","g7","C",196.7,3310,2975.60813958333
"22","k37","C",395.5,3449,3294.04860274884
"22","s45","C",232.07,2518,3032.26427229039
"22","c3","D",191.1,2181,2522.7969689567
"22","g7","D",292.3,2942,2724.70562759486
"22","i9","D",234.6,2932,2609.58576985354
"22","a27","D",202.4,2545,2545.3421057414
"22","i35","D",368.5,3071,2876.73566502793
"22","s19","E",219.7,3269,4079.28654711285
"22","j36","E",397.9,3118,3926.25871743135
"22","o41","E",270.9,2927,4035.31895519538
"22","t46","E",254.4,3262,4049.48819868441
"22","v48","E",455.9,2969,3876.45167971234
"22","r44","F",422.1,4797,5117.01460347675
"22","y51","F",238,5111,5445.74960128954
"22","d56","F",249.9,3500,5424.50057101267
"22","w23","G",238.5,4150,4888.46187715369
"22","p42","G",333.5,4205,4594.7365790089
"22","x50","G",319.2,4019,4638.9499659928
"22","e57","G",381.6,4488,4446.01882279032
"22","q17","H",175.95,2800,4701.1617471834
"22","e31","H",213.1,2729,4803.04298344137
"22","l38","H",260.8,2811,4933.85684533923
"22","d4","I",169.15,4358,5566.89945556237
"22","l12","I",261.95,3828,5333.30275605133
"22","t20","I",153.1,3626,5607.3006088722
"22","d30","I",289.2,4001,5264.7088976281
"22","t20","J",155.6,4649,6070.88181399868
"22","z26","J",229.6,4677,6492.18126624461
"22","v48","J",265.8,4900,6698.27640369465
"23","m13","A",279.1,3039,3440.86909249002
"23","q43","A",341.56,3767,3499.24365908253
"23","f6","B",262.8,5008,3860.90279307459
"23","r18","B",203.3,4421,3802.80230073737
"23","b28","B",245.4,4428,3843.91206086168
"23","j36","B",496.2,4280,4088.81295965453
"23","z52","B",372,4804,3967.53428489348
"23","b54","B",212.4,4117,3811.68825838894
"23","k11","C",186.2,2516,2958.78910103586
"23","w23","C",257.5,2923,3072.99838183918
"23","k37","C",395.5,3443,3294.04860274884
"23","o41","C",247.8,2903,3057.46079384771
"23","s45","C",232.07,2471,3032.26427229039
"23","c3","D",191.1,1735,2522.7969689567
"23","g7","D",292.3,2097,2724.70562759486
"23","i9","D",234.6,2058,2609.58576985354
"23","f32","D",432.7,2798,3004.82396428257
"23","i35","D",368.5,2276,2876.73566502793
"23","c55","D",355.8,2213,2851.39732545575
"23","h8","E",212.01,2724,4085.89027332077
"23","s19","E",219.7,3258,4079.28654711285
"23","t46","E",254.4,3100,4049.48819868441
"23","v48","E",455.9,2691,3876.45167971234
"23","d4","F",258.9,4224,5408.42987584528
"23","v22","F",192.3,5087,5527.35302008391
"23","x24","F",208.7,4852,5498.06864222335
"23","g33","F",227.9,5461,5463.78449253294
"23","d56","F",249.9,3742,5424.50057101267
"23","j10","G",483.9,4427,4129.72305436704
"23","w23","G",238.5,4593,4888.46187715369
"23","e31","H",213.1,3692,4803.04298344137
"23","h34","H",233.8,4488,4859.81126313289
"23","l38","H",260.8,4058,4933.85684533923
"23","d4","I",169.15,5322,5566.89945556237
"23","h8","I",335.3,4874,5148.6657096167
"23","j10","I",237.8,6268,5394.0932764521
"23","x24","I",324.75,4258,5175.22223095119
"23","p42","I",312.25,5279,5206.6873036224
"23","t20","J",155.6,6688,6070.88181399868
"23","z26","J",229.6,6512,6492.18126624461
"23","b28","J",238.6,7700,6543.42038881507
"23","t46","J",278.7,6892,6771.71914604563
"23","v48","J",265.8,7064,6698.27640369465
"23","c3","K",177.6,6945,6090.13602151404
"23","f6","K",262.85,7362,6332.88101890097
"23","s19","K",205.8,7277,6170.43407343558
"23","l38","K",242.5,8612,6274.93543887957
"23","x50","K",319.2,7321,6493.33475031157
"23","a53","K",277.06,6848,6373.34326421321
"24","i9","A",153.8,4567,3323.76481464753
"24","q17","A",189.6,3851,3357.22317974539
"24","u21","A",226.5,4922,3391.70959516748
"24","e31","A",262.4,4392,3425.26141938571
"24","e57","A",352.4,4560,3509.37462773227
"24","f6","B",262.8,4895,3860.90279307459
"24","n14","B",191.75,3821,3791.52396987191
"24","f32","B",465.9,5701,4059.22565011137
"24","j36","B",496.2,4634,4088.81295965453
"24","r44","B",397.55,4692,3992.48331983828
"24","z52","B",372,4633,3967.53428489348
"24","g7","C",196.7,9973,2975.60813958333
"24","o15","C",330.4,8178,3189.7705637545
"24","w23","C",257.5,6857,3072.99838183918
"24","a53","C",421,7286,3334.89483922128
"24","e5","D",181.75,3134,2504.142364626
"24","i9","D",234.6,3615,2609.58576985354
"24","a27","D",202.4,2996,2545.3421057414
"24","d30","D",304.3,4887,2748.64736577329
"24","i35","D",368.5,3387,2876.73566502793
"24","u47","D",248,3104,2636.32071081946
"24","h8","E",212.01,6119,4085.89027332077
"24","o15","E",412.5,6834,3913.72108379863
"24","a27","E",292.65,5601,4016.64131605076
"24","o41","E",270.9,6530,4035.31895519538
"24","q43","E",335.5,6465,3979.84422008076
"24","t46","E",254.4,6653,4049.48819868441
"24","p16","F",285.6,10148,5360.75348018205
"24","r44","F",422.1,10037,5117.01460347675
"24","y51","F",238,9107,5445.74960128954
"24","j10","G",483.9,8462,4129.72305436704
"24","k37","G",410.55,7603,4356.50990298725
"24","x50","G",319.2,9342,4638.9499659928
"24","e57","G",381.6,10309,4446.01882279032
"24","d4","I",169.15,7542,5566.89945556237
"24","h8","I",335.3,8240,5148.6657096167
"24","j10","I",237.8,9466,5394.0932764521
"24","p16","I",203.4,9319,5480.68515644326
"24","t20","I",153.1,6977,5607.3006088722
"24","x24","I",324.75,6729,5175.22223095119
"24","a27","I",345,8353,5124.24881322384
"24","p42","I",312.25,7880,5206.6873036224
"24","d56","I",373.8,6423,5051.75328578938
"24","t20","J",155.6,12027,6070.88181399868
"24","z26","J",229.6,10978,6492.18126624461
"24","e57","J",381.5,12900,7356.983790517
"24","f6","K",262.85,10498,6332.88101890097
"24","s19","K",205.8,9938,6170.43407343558
"24","z26","K",162.6,9572,6047.42429176854
"25","i9","A",153.8,2529,3323.76481464753
"25","m13","A",279.1,2021,3440.86909249002
"25","u21","A",226.5,2591,3391.70959516748
"25","a27","A",399.5,2371,3553.39387343364
"25","m39","A",212.15,2526,3378.29821139222
"25","u47","A",216.9,2160,3382.73751961051
"25","y51","A",237.9,2356,3402.36393489137
"25","f6","B",262.8,2900,3860.90279307459
"25","n14","B",191.75,2501,3791.52396987191
"25","b28","B",245.4,2673,3843.91206086168
"25","n40","B",330.25,2584,3926.76629237115
"25","z52","B",372,2633,3967.53428489348
"25","s19","C",205.95,2896,2990.42491163706
"25","w23","C",257.5,2981,3072.99838183918
"25","c29","C",237.9,3445,3041.60284321723
"25","k37","C",395.5,3274,3294.04860274884
"25","o41","C",247.8,2975,3057.46079384771
"25","s45","C",232.07,2629,3032.26427229039
"25","w49","C",410.8,2954,3318.5563446323
"25","a53","C",421,3104,3334.89483922128
"25","g7","D",292.3,2024,2724.70562759486
"25","d30","D",304.3,2806,2748.64736577329
"25","u47","D",248,2049,2636.32071081946
"25","c55","D",355.8,2010,2851.39732545575
"25","s19","E",219.7,6715,4079.28654711285
"25","h34","E",228.7,5704,4071.55786884611
"25","j36","E",397.9,5655,3926.25871743135
"25","o41","E",270.9,5351,4035.31895519538
"25","k11","F",270.4,6021,5387.89509868696
"25","p16","F",285.6,5917,5360.75348018205
"25","d56","F",249.9,5562,5424.50057101267
"25","r18","G",257.15,3942,4830.79896336
"25","w23","G",238.5,3775,4888.46187715369
"25","c29","G",296.5,4081,4709.13485302318
"25","k37","G",410.55,3307,4356.50990298725
"25","e57","G",381.6,3770,4446.01882279032
"25","l12","H",297.7,3811,5035.05247435455
"25","l38","H",260.8,4098,4933.85684533923
"25","e57","H",352.4,3391,5185.06333904664
"25","l12","I",261.95,5480,5333.30275605133
"25","t20","I",153.1,4601,5607.3006088722
"25","x24","I",324.75,4262,5175.22223095119
"25","p42","I",312.25,5880,5206.6873036224
"25","t46","J",278.7,7048,6771.71914604563
"25","v48","J",265.8,7655,6698.27640369465
"25","e57","J",381.5,7197,7356.983790517
"25","c3","K",177.6,4834,6090.13602151404
"25","f6","K",262.85,5257,6332.88101890097
"25","s19","K",205.8,4983,6170.43407343558
"25","z26","K",162.6,5141,6047.42429176854
"25","d56","K",249.9,4639,6296.00655888735
"26","e5","A",251,2155,3414.60707966182
"26","q17","A",189.6,2062,3357.22317974539
"26","u21","A",226.5,2588,3391.70959516748
"26","e31","A",262.4,2313,3425.26141938571
"26","r18","B",203.3,2566,3802.80230073737
"26","n40","B",330.25,2780,3926.76629237115
"26","o41","C",247.8,2801,3057.46079384771
"26","c55","C",319.2,2870,3171.83025597053
"26","g7","D",292.3,1873,2724.70562759486
"26","i9","D",234.6,1908,2609.58576985354
"26","n14","D",262.8,1961,2665.84885457287
"26","f32","D",432.7,2163,3004.82396428257
"26","n40","D",384.7,2183,2909.05701156882
"26","c55","D",355.8,2028,2851.39732545575
"1","i9","A",153.8,3787,3323.76481464753
"1","m13","A",279.1,3220,3440.86909249002
"1","q17","A",189.6,3224,3357.22317974539
"1","a27","A",399.5,2833,3553.39387343364
"1","i35","A",380.25,2552,3535.40299275951
"1","j36","B",496.2,2108,4088.81295965453
"1","b54","B",212.4,3300,3811.68825838894
"1","g7","C",196.7,4162,2975.60813958333
"1","k11","C",186.2,3043,2958.78910103586
"1","o15","C",330.4,3351,3189.7705637545
"1","o41","C",247.8,1653,3057.46079384771
"1","s45","C",232.07,3164,3032.26427229039
"1","w49","C",410.8,2157,3318.5563446323
"1","c3","D",191.1,2409,2522.7969689567
"1","e5","D",181.75,2112,2504.142364626
"1","g7","D",292.3,2086,2724.70562759486
"1","n14","D",262.8,2435,2665.84885457287
"1","d30","D",304.3,2699,2748.64736577329
"1","f32","D",432.7,1417,3004.82396428257
"1","n40","D",384.7,983,2909.05701156882
"1","u47","D",248,2166,2636.32071081946
"1","z52","D",469.3,1342,3077.84626572681
"1","m13","E",368.6,2197,3951.41985889974
"1","s19","E",219.7,3566,4079.28654711285
"1","h34","E",228.7,2895,4071.55786884611
"1","v48","E",455.9,1491,3876.45167971234
"1","k11","F",270.4,5492,5387.89509868696
"1","v22","F",192.3,6276,5527.35302008391
"1","w49","F",403.83,4605,5149.63811466654
"1","y51","F",238,6182,5445.74960128954
"1","k37","G",410.55,2821,4356.50990298725
"1","x50","G",319.2,3360,4638.9499659928
"1","e57","G",381.6,3900,4446.01882279032
"1","q17","H",175.95,4041,4701.1617471834
"1","u21","H",245.5,3543,4891.89768208897
"1","y51","H",281.9,3664,4991.72209661899
"1","d4","I",169.15,5805,5566.89945556237
"1","h8","I",335.3,3500,5148.6657096167
"1","j10","I",237.8,5623,5394.0932764521
"1","d56","I",373.8,4364,5051.75328578938
"1","b2","J",360.3,6884,7236.28719068439
"1","t20","J",155.6,6623,6070.88181399868
"1","v48","J",265.8,5784,6698.27640369465
"1","e57","J",381.5,5778,7356.983790517
"1","c3","K",177.6,4732,6090.13602151404
"1","s19","K",205.8,4786,6170.43407343558
"1","x50","K",319.2,4326,6493.33475031157
"2","m13","A",279.1,3811,3440.86909249002
"2","q17","A",189.6,3526,3357.22317974539
"2","a27","A",399.5,3706,3553.39387343364
"2","i35","A",380.25,3773,3535.40299275951
"2","q43","A",341.56,4758,3499.24365908253
"2","e57","A",352.4,3475,3509.37462773227
"2","r18","B",203.3,4631,3802.80230073737
"2","v22","B",163.8,4894,3764.23138565636
"2","f32","B",465.9,5737,4059.22565011137
"2","n40","B",330.25,5200,3926.76629237115
"2","w23","C",257.5,3163,3072.99838183918
"2","c29","C",237.9,3396,3041.60284321723
"2","s45","C",232.07,2890,3032.26427229039
"2","c3","D",191.1,2420,2522.7969689567
"2","i9","D",234.6,2978,2609.58576985354
"2","n14","D",262.8,2957,2665.84885457287
"2","i35","D",368.5,2800,2876.73566502793
"2","n40","D",384.7,3222,2909.05701156882
"2","z52","D",469.3,2562,3077.84626572681
"2","m13","E",368.6,3058,3951.41985889974
"2","a27","E",292.65,3650,4016.64131605076
"2","j36","E",397.9,3704,3926.25871743135
"2","m39","E",196.9,3433,4098.8658653886
"2","v22","F",192.3,6406,5527.35302008391
"2","x24","F",208.7,6231,5498.06864222335
"2","w49","F",403.83,6485,5149.63811466654
"2","d56","F",249.9,4404,5424.50057101267
"2","f6","G",216.3,3165,4957.10084156226
"2","j10","G",483.9,2904,4129.72305436704
"2","r18","G",257.15,3265,4830.79896336
"2","y25","G",356.45,2716,4523.7787306676
"2","c29","G",296.5,3005,4709.13485302318
"2","k37","G",410.55,2792,4356.50990298725
"2","s45","G",196.8,3016,5017.39182381303
"2","a53","G",277,3234,4769.42583527396
"2","q17","H",175.95,2804,4701.1617471834
"2","u21","H",245.5,2853,4891.89768208897
"2","e31","H",213.1,2894,4803.04298344137
"2","l38","H",260.8,2947,4933.85684533923
"2","e57","J",381.5,4756,7356.983790517
"2","c3","K",177.6,4316,6090.13602151404
"2","z26","K",162.6,4172,6047.42429176854
"2","l38","K",242.5,6144,6274.93543887957
"2","x50","K",319.2,4789,6493.33475031157
"3","e5","A",251,2364,3414.60707966182
"3","m13","A",279.1,2774,3440.86909249002
"3","u21","A",226.5,3088,3391.70959516748
"3","m39","A",212.15,2850,3378.29821139222
"3","y25","B",413.65,2447,4008.20462952953
"3","j36","B",496.2,2788,4088.81295965453
"3","b54","B",212.4,2381,3811.68825838894
"3","g7","C",196.7,3696,2975.60813958333
"3","w23","C",257.5,2764,3072.99838183918
"3","g33","C",221,2509,3014.53220022177
"3","k37","C",395.5,3796,3294.04860274884
"3","o41","C",247.8,3066,3057.46079384771
"3","f32","D",432.7,2644,3004.82396428257
"3","n40","D",384.7,2530,2909.05701156882
"3","z52","D",469.3,2165,3077.84626572681
"3","c55","D",355.8,2517,2851.39732545575
"3","o15","E",412.5,4015,3913.72108379863
"3","q43","E",335.5,3828,3979.84422008076
"3","g33","F",227.9,6436,5463.78449253294
"3","y25","G",356.45,4396,4523.7787306676
"3","p42","G",333.5,5721,4594.7365790089
"3","x50","G",319.2,5236,4638.9499659928
"3","e57","G",381.6,5810,4446.01882279032
"3","a27","H",194.3,4477,4751.485318794
"3","h34","H",233.8,5398,4859.81126313289
"3","y51","H",281.9,5398,4991.72209661899
"3","e57","H",352.4,5031,5185.06333904664
"3","d4","I",169.15,5921,5566.89945556237
"3","h8","I",335.3,6284,5148.6657096167
"3","j10","I",237.8,7027,5394.0932764521
"3","l12","I",261.95,5918,5333.30275605133
"3","t20","I",153.1,4818,5607.3006088722
"3","x24","I",324.75,4824,5175.22223095119
"3","a27","I",345,7051,5124.24881322384
"3","d56","I",373.8,4730,5051.75328578938
"3","z26","J",229.6,5723,6492.18126624461
"3","t46","J",278.7,5621,6771.71914604563
"3","v48","J",265.8,5981,6698.27640369465
"3","e57","J",381.5,6675,7356.983790517
"3","a1","K",210.5,5956,6183.81708208917
"3","z26","K",162.6,5377,6047.42429176854
"3","x50","K",319.2,6417,6493.33475031157
"4","u21","A",226.5,3249,3391.70959516748
"4","u47","A",216.9,2862,3382.73751961051
"4","e57","A",352.4,2939,3509.37462773227
"4","n14","B",191.75,3451,3791.52396987191
"4","r18","B",203.3,3732,3802.80230073737
"4","z52","B",372,3945,3967.53428489348
"4","k11","C",186.2,1228,2958.78910103586
"4","c29","C",237.9,1619,3041.60284321723
"4","g33","C",221,1267,3014.53220022177
"4","k37","C",395.5,1898,3294.04860274884
"4","w49","C",410.8,1680,3318.5563446323
"4","a53","C",421,1802,3334.89483922128
"4","e5","D",181.75,2466,2504.142364626
"4","i9","D",234.6,2836,2609.58576985354
"4","a27","D",202.4,2614,2545.3421057414
"4","d30","D",304.3,3836,2748.64736577329
"4","i35","D",368.5,2928,2876.73566502793
"4","u47","D",248,2581,2636.32071081946
"4","j36","E",397.9,4608,3926.25871743135
"4","o41","E",270.9,4514,4035.31895519538
"4","v48","E",455.9,4327,3876.45167971234
"4","v22","F",192.3,6614,5527.35302008391
"4","w49","F",403.83,7179,5149.63811466654
"4","d56","F",249.9,5004,5424.50057101267
"4","f6","G",216.3,4848,4957.10084156226
"4","c29","G",296.5,4281,4709.13485302318
"4","p42","G",333.5,4631,4594.7365790089
"4","e57","G",381.6,4753,4446.01882279032
"4","l12","H",297.7,5245,5035.05247435455
"4","q17","H",175.95,4576,4701.1617471834
"4","a27","H",194.3,4462,4751.485318794
"4","l38","H",260.8,4931,4933.85684533923
"4","y51","H",281.9,5549,4991.72209661899
"4","j10","I",237.8,5283,5394.0932764521
"4","t20","I",153.1,3818,5607.3006088722
"4","x24","I",324.75,4052,5175.22223095119
"4","t20","J",155.6,2765,6070.88181399868
"4","v48","J",265.8,2693,6698.27640369465
"4","f6","K",262.85,6279,6332.88101890097
"4","l38","K",242.5,7646,6274.93543887957
"5","u21","A",226.5,1182,3391.70959516748
"5","a27","A",399.5,1096,3553.39387343364
"5","q43","A",341.56,1407,3499.24365908253
"5","u47","A",216.9,1077,3382.73751961051
"5","r18","B",203.3,1802,3802.80230073737
"5","v22","B",163.8,1787,3764.23138565636
"5","j36","B",496.2,2004,4088.81295965453
"5","n40","B",330.25,2155,3926.76629237115
"5","r44","B",397.55,1968,3992.48331983828
"5","z52","B",372,2047,3967.53428489348
"5","a53","C",421,2717,3334.89483922128
"5","c3","D",191.1,615,2522.7969689567
"5","i9","D",234.6,755,2609.58576985354
"5","n14","D",262.8,702,2665.84885457287
"5","d30","D",304.3,953,2748.64736577329
"5","u47","D",248,610,2636.32071081946
"5","h8","E",212.01,1990,4085.89027332077
"5","m13","E",368.6,1961,3951.41985889974
"5","h34","E",228.7,2114,4071.55786884611
"5","m39","E",196.9,1916,4098.8658653886
"5","q43","E",335.5,2184,3979.84422008076
"5","t46","E",254.4,2206,4049.48819868441
"5","k11","F",270.4,3421,5387.89509868696
"5","p16","F",285.6,3452,5360.75348018205
"5","v22","F",192.3,3902,5527.35302008391
"5","r44","F",422.1,3549,5117.01460347675
