"id","target","subassay","predictor","response"
"24","y51","F","238",9107
"24","j10","G","483.9",8462
"24","k37","G","410.55",7603
"24","x50","G","319.2",9342
"24","e57","G","381.6",10309
"24","d4","I","169.15",7542
"24","h8","I","335.3",8240
"24","j10","I","237.8",9466
"24","p16","I","203.4",9319
"24","t20","I","153.1",6977
"24","x24","I","324.75",6729
"24","a27","I","345",8353
"24","p42","I","312.25",7880
"24","d56","I","373.8",6423
"24","t20","J","155.6",12027
"24","z26","J","229.6",10978
"24","e57","J","381.5",12900
"24","f6","K","262.85",10498
"24","s19","K","205.8",9938
"24","z26","K","162.6",9572
"25","i9","A","153.8",2529
"25","m13","A","279.1",2021
"25","u21","A","226.5",2591
"25","a27","A","399.5",2371
"25","m39","A","212.15",2526
"25","u47","A","216.9",2160
"25","y51","A","237.9",2356
"25","f6","B","262.8",2900
"25","n14","B","191.75",2501
"25","b28","B","245.4",2673
"25","n40","B","330.25",2584
"25","z52","B","372",2633
"25","s19","C","205.95",2896
"25","w23","C","257.5",2981
"25","c29","C","237.9",3445
"25","k37","C","395.5",3274
"25","o41","C","247.8",2975
"25","s45","C","232.07",2629
"25","w49","C","410.8",2954
"25","a53","C","421",3104
"25","g7","D","292.3",2024
"25","d30","D","304.3",2806
"25","u47","D","248",2049
"25","c55","D","355.8",2010
"25","s19","E","219.7",6715
"25","h34","E","228.7",5704
"25","j36","E","397.9",5655
"25","o41","E","270.9",5351
"25","k11","F","270.4",6021
"25","p16","F","285.6",5917
"25","d56","F","249.9",5562
"25","r18","G","257.15",3942
"25","w23","G","238.5",3775
"25","c29","G","296.5",4081
"25","k37","G","410.55",3307
"25","e57","G","381.6",3770
"25","l12","H","297.7",3811
"25","l38","H","260.8",4098
"25","e57","H","352.4",3391
"25","l12","I","261.95",5480
"25","t20","I","153.1",4601
"25","x24","I","324.75",4262
"25","p42","I","312.25",5880
"25","t46","J","278.7",7048
"25","v48","J","265.8",7655
"25","e57","J","381.5",7197
"25","c3","K","177.6",4834
"25","f6","K","262.85",5257
"25","s19","K","205.8",4983
"25","z26","K","162.6",5141
"25","d56","K","249.9",4639
"26","e5","A","251",2155
"26","q17","A","189.6",2062
"26","u21","A","226.5",2588
"26","e31","A","262.4",2313
"26","r18","B","203.3",2566
"26","n40","B","330.25",2780
"26","o41","C","247.8",2801
"26","c55","C","319.2",2870
"26","g7","D","292.3",1873
"26","i9","D","234.6",1908
"26","n14","D","262.8",1961
"26","f32","D","432.7",2163
"26","n40","D","384.7",2183
"26","c55","D","355.8",2028
"1","i9","A","153.8",3787
"1","m13","A","279.1",3220
"1","q17","A","189.6",3224
"1","a27","A","399.5",2833
"1","i35","A","380.25",2552
"1","j36","B","496.2",2108
"1","b54","B","212.4",3300
"1","g7","C","196.7",4162
"1","k11","C","186.2",3043
"1","o15","C","330.4",3351
"1","o41","C","247.8",1653
"1","s45","C","232.07",3164
"1","w49","C","410.8",2157
"1","c3","D","191.1",2409
"1","e5","D","181.75",2112
"1","g7","D","292.3",2086
"1","n14","D","262.8",2435
"1","d30","D","304.3",2699
"1","f32","D","432.7",1417
"1","n40","D","384.7",983
"1","u47","D","248",2166
"1","z52","D","469.3",1342
"1","m13","E","368.6",2197
"1","s19","E","219.7",3566
"1","h34","E","228.7",2895
"1","v48","E","455.9",1491
"1","k11","F","270.4",5492
"1","v22","F","192.3",6276
"1","w49","F","403.83",4605
"1","y51","F","238",6182
"1","k37","G","410.55",2821
"1","x50","G","319.2",3360
"1","e57","G","381.6",3900
"1","q17","H","175.95",4041
"1","u21","H","245.5",3543
"1","y51","H","281.9",3664
"1","d4","I","169.15",5805
"1","h8","I","335.3",3500
"1","j10","I","237.8",5623
"1","d56","I","373.8",4364
"1","b2","J","360.3",6884
"1","t20","J","155.6",6623
"1","v48","J","265.8",5784
"1","e57","J","381.5",5778
"1","c3","K","177.6",4732
"1","s19","K","205.8",4786
"1","x50","K","319.2",4326
"2","m13","A","279.1",3811
"2","q17","A","189.6",3526
"2","a27","A","399.5",3706
"2","i35","A","380.25",3773
"2","q43","A","341.56",4758
"2","e57","A","352.4",3475
"2","r18","B","203.3",4631
"2","v22","B","163.8",4894
"2","f32","B","465.9",5737
"2","n40","B","330.25",5200
"2","w23","C","257.5",3163
"2","c29","C","237.9",3396
"2","s45","C","232.07",2890
"2","c3","D","191.1",2420
"2","i9","D","234.6",2978
"2","n14","D","262.8",2957
"2","i35","D","368.5",2800
"2","n40","D","384.7",3222
"2","z52","D","469.3",2562
"2","m13","E","368.6",3058
"2","a27","E","292.65",3650
"2","j36","E","397.9",3704
"2","m39","E","196.9",3433
"2","v22","F","192.3",6406
"2","x24","F","208.7",6231
"2","w49","F","403.83",6485
"2","d56","F","249.9",4404
"2","f6","G","216.3",3165
"2","j10","G","483.9",2904
"2","r18","G","257.15",3265
"2","y25","G","356.45",2716
"2","c29","G","296.5",3005
"2","k37","G","410.55",2792
"2","s45","G","196.8",3016
"2","a53","G","277",3234
"2","q17","H","175.95",2804
"2","u21","H","245.5",2853
"2","e31","H","213.1",2894
"2","l38","H","260.8",2947
"2","e57","J","381.5",4756
"2","c3","K","177.6",4316
"2","z26","K","162.6",4172
"2","l38","K","242.5",6144
"2","x50","K","319.2",4789
"3","e5","A","251",2364
"3","m13","A","279.1",2774
"3","u21","A","226.5",3088
"3","m39","A","212.15",2850
"3","y25","B","413.65",2447
"3","j36","B","496.2",2788
"3","b54","B","212.4",2381
"3","g7","C","196.7",3696
"3","w23","C","257.5",2764
"3","g33","C","221",2509
"3","k37","C","395.5",3796
"3","o41","C","247.8",3066
"3","f32","D","432.7",2644
"3","n40","D","384.7",2530
"3","z52","D","469.3",2165
"3","c55","D","355.8",2517
"3","o15","E","412.5",4015
"3","q43","E","335.5",3828
"3","g33","F","227.9",6436
"3","y25","G","356.45",4396
"3","p42","G","333.5",5721
"3","x50","G","319.2",5236
"3","e57","G","381.6",5810
"3","a27","H","194.3",4477
"3","h34","H","233.8",5398
"3","y51","H","281.9",5398
"3","e57","H","352.4",5031
"3","d4","I","169.15",5921
"3","h8","I","335.3",6284
"3","j10","I","237.8",7027
"3","l12","I","261.95",5918
"3","t20","I","153.1",4818
"3","x24","I","324.75",4824
"3","a27","I","345",7051
"3","d56","I","373.8",4730
"3","z26","J","229.6",5723
"3","t46","J","278.7",5621
"3","v48","J","265.8",5981
"3","e57","J","381.5",6675
"3","a1","K","210.5",5956
"3","z26","K","162.6",5377
"3","x50","K","319.2",6417
"4","u21","A","226.5",3249
"4","u47","A","216.9",2862
"4","e57","A","352.4",2939
"4","n14","B","191.75",3451
"4","r18","B","203.3",3732
"4","z52","B","372",3945
"4","k11","C","186.2",1228
"4","c29","C","237.9",1619
"4","g33","C","221",1267
"4","k37","C","395.5",1898
"4","w49","C","410.8",1680
"4","a53","C","421",1802
"4","e5","D","181.75",2466
"4","i9","D","234.6",2836
"4","a27","D","202.4",2614
"4","d30","D","304.3",3836
"4","i35","D","368.5",2928
"4","u47","D","248",2581
"4","j36","E","397.9",4608
"4","o41","E","270.9",4514
"4","v48","E","455.9",4327
"4","v22","F","192.3",6614
"4","w49","F","403.83",7179
"4","d56","F","249.9",5004
"4","f6","G","216.3",4848
"4","c29","G","296.5",4281
"4","p42","G","333.5",4631
"4","e57","G","381.6",4753
"4","l12","H","297.7",5245
"4","q17","H","175.95",4576
"4","a27","H","194.3",4462
"4","l38","H","260.8",4931
"4","y51","H","281.9",5549
"4","j10","I","237.8",5283
"4","t20","I","153.1",3818
"4","x24","I","324.75",4052
"4","t20","J","155.6",2765
"4","v48","J","265.8",2693
"4","f6","K","262.85",6279
"4","l38","K","242.5",7646
"5","u21","A","226.5",1182
"5","a27","A","399.5",1096
"5","q43","A","341.56",1407
"5","u47","A","216.9",1077
"5","r18","B","203.3",1802
"5","v22","B","163.8",1787
"5","j36","B","496.2",2004
"5","n40","B","330.25",2155
"5","r44","B","397.55",1968
"5","z52","B","372",2047
"5","a53","C","421",2717
"5","c3","D","191.1",615
"5","i9","D","234.6",755
"5","n14","D","262.8",702
"5","d30","D","304.3",953
"5","u47","D","248",610
"5","h8","E","212.01",1990
"5","m13","E","368.6",1961
"5","h34","E","228.7",2114
"5","m39","E","196.9",1916
"5","q43","E","335.5",2184
"5","t46","E","254.4",2206
"5","k11","F","270.4",3421
"5","p16","F","285.6",3452
"5","v22","F","192.3",3902
"5","r44","F","422.1",3549
"5","j10","G","483.9",2247
"5","w23","G","238.5",2345
"5","k37","G","410.55",1959
"5","a53","G","277",2526
"5","e31","H","213.1",2404
"5","l38","H","260.8",2379
"5","y51","H","281.9",2595
"5","e57","H","352.4",2556
"5","a27","I","345",2203
"5","d30","I","289.2",2126
"5","p42","I","312.25",2355
"5","b2","J","360.3",2378
"5","b28","J","238.6",3765
"5","e57","J","381.5",3966
"5","s19","K","205.8",3072
"5","z26","K","162.6",2669
"5","d56","K","249.9",2924
"6","e5","A","251",2410
"6","q17","A","189.6",1991
"6","q43","A","341.56",2711
"6","e57","A","352.4",2209
"6","n14","B","191.75",2106
"6","r18","B","203.3",2132
"6","v22","B","163.8",2261
"6","b28","B","245.4",2226
"6","z52","B","372",2514
"6","k11","C","186.2",1718
"6","o15","C","330.4",2460
"6","o41","C","247.8",1916
"6","s45","C","232.07",1731
"6","c55","C","319.2",2174
"6","e5","D","181.75",1986
"6","a27","D","202.4",2075
"6","i35","D","368.5",2508
"6","n40","D","384.7",2370
"6","o15","E","412.5",2193
"6","j36","E","397.9",2206
"6","t46","E","254.4",2036
"6","v48","E","455.9",1763
"6","p16","F","285.6",4346
"6","v22","F","192.3",4531
"6","g33","F","227.9",4534
"6","y51","F","238",4245
"6","f6","G","216.3",4008
"6","y25","G","356.45",2855
"6","e31","H","213.1",2349
"6","l12","I","261.95",2688
"6","p16","I","203.4",3405
"6","t20","I","153.1",2382
"6","a27","I","345",3257
"6","d30","I","289.2",3046
"6","z26","J","229.6",4124
"6","t46","J","278.7",4114
"6","e57","J","381.5",4466
"6","a1","K","210.5",4423
"6","f6","K","262.85",4550
"6","z26","K","162.6",4654
"6","x50","K","319.2",4246
"7","i9","A","153.8",4242
"7","a27","A","399.5",3955
"7","q43","A","341.56",4894
"7","y51","A","237.9",4164
"7","y25","B","413.65",4871
"7","r44","B","397.55",5583
"7","b54","B","212.4",4925
"7","s19","C","205.95",2584
"7","g33","C","221",2154
"7","s45","C","232.07",2418
"7","n14","D","262.8",4403
"7","d30","D","304.3",5490
"7","f32","D","432.7",5485
"7","n40","D","384.7",4877
"7","u47","D","248",3726
"7","h8","E","212.01",5095
"7","o15","E","412.5",5763
"7","s19","E","219.7",6242
"7","m39","E","196.9",5091
"7","o41","E","270.9",5710
"7","q43","E","335.5",5821
"7","v48","E","455.9",5658
"7","x24","F","208.7",6043
"7","g33","F","227.9",6542
"7","j10","G","483.9",4572
"7","p42","G","333.5",4942
"7","x50","G","319.2",5081
"7","a53","G","277",5844
"7","u21","H","245.5",5924
"7","e57","H","352.4",6689
"7","d4","I","169.15",6365
"7","x24","I","324.75",4884
"7","p42","I","312.25",6285
"7","x50","I","365.2",6035
"7","z26","J","229.6",7585
"7","t46","J","278.7",7343
"7","v48","J","265.8",7680
"7","a1","K","210.5",8215
"7","s19","K","205.8",9155
"7","x50","K","319.2",8336
"8","e5","A","251",3618
"8","i9","A","153.8",3495
"8","m13","A","279.1",3683
"8","q17","A","189.6",3142
"8","a27","A","399.5",3708
"8","i35","A","380.25",3616
"8","u47","A","216.9",3697
"8","e57","A","352.4",3406
"8","f6","B","262.8",4010
"8","r18","B","203.3",3772
"8","r44","B","397.55",3773
"8","z52","B","372",4041
"8","g7","C","196.7",4101
"8","g33","C","221",2888
"8","s45","C","232.07",2980
"8","c3","D","191.1",2308
"8","e5","D","181.75",2170
"8","i9","D","234.6",2370
"8","i35","D","368.5",2653
"8","c55","D","355.8",2497
"8","o15","E","412.5",3997
"8","s19","E","219.7",4683
"8","a27","E","292.65",4696
"8","j36","E","397.9",4076
"8","o41","E","270.9",3968
"8","v48","E","455.9",3869
"8","b54","E","281.6",4386
"8","p16","F","285.6",5286
"8","g33","F","227.9",6474
"8","w49","F","403.83",5512
"8","f6","G","216.3",3875
"8","j10","G","483.9",3135
"8","r18","G","257.15",3716
"8","x50","G","319.2",3591
"8","l12","H","297.7",6439
"8","u21","H","245.5",5326
"8","h34","H","233.8",6829
"8","l38","H","260.8",6429
"8","e57","H","352.4",5615
"8","d4","I","169.15",6308
"8","h8","I","335.3",5489
"8","p16","I","203.4",6891
"8","d56","I","373.8",5100
"8","z26","J","229.6",7764
"8","s19","K","205.8",7386
"8","z26","K","162.6",6750
"8","l38","K","242.5",10635
"9","m39","A","212.15",3137
"9","u47","A","216.9",2826
"9","f6","B","262.8",1271
"9","n14","B","191.75",1383
"9","v22","B","163.8",1448
"9","y25","B","413.65",526
"9","b28","B","245.4",1339
"9","n40","B","330.25",973
"9","r44","B","397.55",655
"9","z52","B","372",835
"9","o15","C","330.4",2344
"9","w23","C","257.5",2218
"9","g33","C","221",1803
"9","o41","C","247.8",2196
"9","c3","D","191.1",1928
"9","e5","D","181.75",1842
"9","n14","D","262.8",2081
"9","a27","D","202.4",2053
"9","d30","D","304.3",2668
"9","f32","D","432.7",2107
"9","n40","D","384.7",2096
"9","h8","E","212.01",2308
"9","a27","E","292.65",2768
"9","m39","E","196.9",2353
"9","o41","E","270.9",2210
"9","t46","E","254.4",2414
"9","v48","E","455.9",1820
"9","b54","E","281.6",2729
"9","p16","F","285.6",3060
"9","y51","F","238",3476
"9","d56","F","249.9",2636
"9","r18","G","257.15",2770
"9","p42","G","333.5",2847
"9","a53","G","277",3151
"9","a27","H","194.3",3121
"9","l12","I","261.95",3692
"9","a27","I","345",4075
"9","p42","I","312.25",3379
"9","x50","I","365.2",3208
"9","t46","J","278.7",4857
"9","a1","K","210.5",4604
"9","z26","K","162.6",4705
"9","a53","K","277.06",4633
"10","q17","A","189.6",2063
"10","u21","A","226.5",2654
"10","a27","A","399.5",2562
"10","e31","A","262.4",2247
"10","n14","B","191.75",2604
"10","y25","B","413.65",2425
"10","j36","B","496.2",2642
"10","z52","B","372",2837
"10","o15","C","330.4",2403
"10","w23","C","257.5",1956
"10","g33","C","221",1570
"10","k37","C","395.5",2445
"10","o41","C","247.8",2076
"10","a53","C","421",2375
"10","c55","C","319.2",2338
"10","i35","D","368.5",2178
"10","c55","D","355.8",2260
"10","h8","E","212.01",2417
"10","t46","E","254.4",2932
"10","v48","E","455.9",2467
"10","w49","F","403.83",3969
"10","f6","G","216.3",3329
"10","j10","G","483.9",3099
"10","w23","G","238.5",2980
"10","p42","G","333.5",3463
"10","e57","G","381.6",3551
"10","l12","H","297.7",3877
"10","l12","I","261.95",3417
"10","d56","I","373.8",2583
"10","t46","J","278.7",3907
"10","a1","K","210.5",3589
"10","c3","K","177.6",3411
"10","x50","K","319.2",4127
"10","a53","K","277.06",3892
"11","e5","A","251",3700
"11","u21","A","226.5",4778
"11","a27","A","399.5",4935
"11","f6","B","262.8",5383
"11","r18","B","203.3",4410
"11","b28","B","245.4",4959
"11","j36","B","496.2",5628
"11","z52","B","372",5513
"11","g7","C","196.7",3781
"11","k11","C","186.2",2730
"11","k37","C","395.5",3844
"11","s45","C","232.07",2673
"11","w49","C","410.8",3231
"11","c3","D","191.1",2109
"11","n14","D","262.8",3062
"11","a27","D","202.4",2701
"11","n40","D","384.7",3501
"11","u47","D","248",2540
"11","h8","E","212.01",3467
"11","s19","E","219.7",4187
"11","j36","E","397.9",3566
"11","o41","E","270.9",4032
"11","t46","E","254.4",4166
"11","v48","E","455.9",3721
"11","k11","F","270.4",6085
"11","v22","F","192.3",5999
"11","g33","F","227.9",7083
"11","r44","F","422.1",6566
"11","w49","F","403.83",6518
"11","j10","G","483.9",4080
"11","y25","G","356.45",3577
"11","x50","G","319.2",3907
"11","a53","G","277",4335
"11","e57","G","381.6",4352
"11","q17","H","175.95",5666
"11","u21","H","245.5",5320
"11","a27","H","194.3",5224
"11","j10","I","237.8",8713
"11","p16","I","203.4",8591
"11","x24","I","324.75",6135
"11","a27","I","345",8938
"11","p42","I","312.25",8175
"11","t20","J","155.6",8150
"11","b28","J","238.6",8907
"11","t46","J","278.7",7162
"11","e57","J","381.5",8550
"11","c3","K","177.6",4826
"11","z26","K","162.6",5124
"11","l38","K","242.5",6501
"11","x50","K","319.2",5340
"12","m13","A","279.1",5591
"12","q17","A","189.6",5191
"12","i35","A","380.25",5551
"12","q43","A","341.56",6622
"12","u47","A","216.9",5467
"12","f6","B","262.8",5470
"12","n14","B","191.75",5035
"12","f32","B","465.9",6063
"12","j36","B","496.2",5385
"12","r44","B","397.55",5017
"12","b54","B","212.4",4725
"12","g33","C","221",2834
"12","s45","C","232.07",3134
"12","a53","C","421",4265
"12","c3","D","191.1",2689
"12","e5","D","181.75",2919
"12","a27","D","202.4",3504
"12","z52","D","469.3",3904
"12","c55","D","355.8",4230
"12","s19","E","219.7",4851
"12","m39","E","196.9",3675
"12","q43","E","335.5",5139
"12","t46","E","254.4",4928
"12","d4","F","258.9",2353
"12","x24","F","208.7",2680
"12","r44","F","422.1",1561
"12","y51","F","238",2778
"12","d56","F","249.9",1759
"12","f6","G","216.3",6843
"12","j10","G","483.9",6128
"12","r18","G","257.15",7207
"12","w23","G","238.5",5940
"12","y25","G","356.45",5263
"12","c29","G","296.5",6518
"12","s45","G","196.8",6432
"12","x50","G","319.2",6108
"12","e57","G","381.6",7319
"12","q17","H","175.95",5441
"12","u21","H","245.5",5046
"12","e31","H","213.1",5427
"12","e57","H","352.4",5944
"12","h8","I","335.3",7021
"12","j10","I","237.8",8200
"12","x24","I","324.75",5590
"12","d30","I","289.2",7081
"12","x50","I","365.2",6796
"12","t46","J","278.7",7076
"12","v48","J","265.8",7335
"12","c3","K","177.6",8204
"12","f6","K","262.85",9635
"12","x50","K","319.2",10185
"12","d56","K","249.9",7791
"13","u21","A","226.5",882
"13","e31","A","262.4",705
"13","i35","A","380.25",799
"13","q43","A","341.56",1180
"13","f6","B","262.8",923
"13","n14","B","191.75",672
"13","v22","B","163.8",754
"13","b28","B","245.4",741
"13","w23","C","257.5",710
"13","o41","C","247.8",733
"13","c55","C","319.2",801
"13","c3","D","191.1",416
"13","n14","D","262.8",572
"13","a27","D","202.4",410
"13","d30","D","304.3",601
"13","f32","D","432.7",578
"13","c55","D","355.8",490
"13","h8","E","212.01",572
"13","m13","E","368.6",561
"13","j36","E","397.9",824
"13","o41","E","270.9",684
"13","t46","E","254.4",722
"13","k11","F","270.4",1419
"13","r44","F","422.1",1419
"13","w49","F","403.83",1443
"13","f6","G","216.3",1047
"13","j10","G","483.9",956
"13","s45","G","196.8",1006
"13","a53","G","277",1163
"13","e57","G","381.6",669
"13","l12","H","297.7",955
"13","q17","H","175.95",784
"13","a27","H","194.3",593
"13","e31","H","213.1",657
"13","y51","H","281.9",1006
"13","e57","H","352.4",639
"13","p16","I","203.4",1070
"13","a27","I","345",820
"13","b2","J","360.3",1966
"13","z26","J","229.6",1461
"13","b28","J","238.6",1846
"13","e57","J","381.5",1733
"13","a1","K","210.5",1205
"13","s19","K","205.8",1186
"13","x50","K","319.2",1329
"14","e5","A","251",1763
"14","m13","A","279.1",1868
"14","u21","A","226.5",2193
"14","e31","A","262.4",1912
"14","q43","A","341.56",2486
"14","f6","B","262.8",2521
"14","j36","B","496.2",2283
"14","r44","B","397.55",2341
"14","z52","B","372",2432
"14","g7","D","292.3",1455
"14","n14","D","262.8",1512
"14","u47","D","248",1311
"14","t46","E","254.4",1999
"14","v22","F","192.3",2834
"14","g33","F","227.9",3248
"14","r44","F","422.1",2567
"14","w49","F","403.83",2877
"14","d56","F","249.9",1830
"14","f6","G","216.3",2889
"14","r18","G","257.15",3119
"14","w23","G","238.5",2758
"14","y25","G","356.45",2424
"14","p42","G","333.5",2799
"14","s45","G","196.8",2870
"14","q17","H","175.95",2055
"14","u21","H","245.5",2032
"14","a27","H","194.3",1942
"14","e31","H","213.1",2004
"14","y51","H","281.9",2533
"14","x24","I","324.75",2486
"14","a27","I","345",3300
"14","d56","I","373.8",2365
"14","b2","J","360.3",3973
"14","z26","J","229.6",2995
"14","f6","K","262.85",3073
"14","l38","K","242.5",3528
"14","x50","K","319.2",3002
"15","e5","A","251",2768
"15","i9","A","153.8",3141
"15","m13","A","279.1",3158
"15","u21","A","226.5",3308
"15","i35","A","380.25",3153
"15","m39","A","212.15",3229
"15","q43","A","341.56",3736
"15","u47","A","216.9",2754
"15","r18","B","203.3",3506
"15","v22","B","163.8",3527
"15","y25","B","413.65",2830
"15","b28","B","245.4",3125
"15","b54","B","212.4",3209
"15","k11","C","186.2",2337
"15","o15","C","330.4",3322
"15","s19","C","205.95",2672
"15","g33","C","221",2194
"15","g7","D","292.3",1959
"15","n14","D","262.8",2091
"15","f32","D","432.7",2386
"15","i35","D","368.5",2011
"15","t46","E","254.4",4295
"15","v48","E","455.9",3982
"15","b54","E","281.6",4524
"15","d4","F","258.9",3989
"15","p16","F","285.6",4493
"15","v22","F","192.3",4911
"15","y51","F","238",4867
"15","c29","G","296.5",4445
"15","p42","G","333.5",4668
"15","e31","H","213.1",4216
"15","h8","I","335.3",5238
"15","a27","I","345",5191
"15","b2","J","360.3",11651
"15","b28","J","238.6",10431
"15","l38","K","242.5",7999
"16","e5","A","251",2739
"16","i9","A","153.8",2940
"16","q17","A","189.6",2466
"16","u21","A","226.5",3186
"16","e31","A","262.4",2969
"16","i35","A","380.25",3109
"16","m39","A","212.15",3088
"16","f6","B","262.8",4904
"16","n14","B","191.75",4327
"16","y25","B","413.65",4272
"16","b28","B","245.4",4215
"16","j36","B","496.2",5242
"16","g7","C","196.7",3306
"16","s19","C","205.95",2555
"16","c29","C","237.9",2853
"16","g33","C","221",2258
"16","k37","C","395.5",3182
"16","a53","C","421",2871
"16","c3","D","191.1",2010
"16","i9","D","234.6",2580
"16","u47","D","248",2401
"16","z52","D","469.3",2633
"16","o15","E","412.5",3861
"16","s19","E","219.7",3944
"16","o41","E","270.9",3657
"16","t46","E","254.4",3681
"16","v48","E","455.9",3546
"16","k11","F","270.4",5912
"16","g33","F","227.9",7046
"16","w49","F","403.83",6537
"16","x50","G","319.2",4579
"16","a53","G","277",5310
"16","e57","G","381.6",5400
"16","q17","H","175.95",4313
"16","e57","H","352.4",3935
"16","d4","I","169.15",6062
"16","j10","I","237.8",6697
"16","l12","I","261.95",5752
"16","p16","I","203.4",6994
"16","t20","I","153.1",5720
"16","x24","I","324.75",4822
"16","d30","I","289.2",5758
"16","b2","J","360.3",6962
"16","e57","J","381.5",6434
"16","f6","K","262.85",6059
"16","s19","K","205.8",5536
"16","z26","K","162.6",5254
"17","m13","A","279.1",2904
"17","q17","A","189.6",2770
"17","e31","A","262.4",3071
"17","i35","A","380.25",3077
"17","m39","A","212.15",3335
"17","y51","A","237.9",3290
"17","e57","A","352.4",2886
"17","y25","B","413.65",2949
"17","b28","B","245.4",3405
"17","n40","B","330.25",3736
"17","b54","B","212.4",3232
"17","k11","C","186.2",2997
"17","s19","C","205.95",3246
"17","o41","C","247.8",3109
"17","s45","C","232.07",2984
"17","a53","C","421",3511
"17","e5","D","181.75",1820
"17","i9","D","234.6",2151
"17","a27","D","202.4",2014
"17","d30","D","304.3",2872
"17","i35","D","368.5",2173
"17","u47","D","248",2028
"17","c55","D","355.8",2201
"17","h8","E","212.01",2935
"17","h34","E","228.7",3430
"17","j36","E","397.9",3568
"17","b54","E","281.6",3881
"17","d4","F","258.9",3194
"17","v22","F","192.3",3588
"17","w49","F","403.83",3543
"17","d56","F","249.9",2851
"17","j10","G","483.9",4092
"17","w23","G","238.5",4179
"17","s45","G","196.8",4645
"17","x50","G","319.2",4407
"17","e57","G","381.6",5049
"17","l12","H","297.7",5503
"17","j10","I","237.8",4360
"17","p16","I","203.4",3879
"17","x24","I","324.75",3004
"17","x50","I","365.2",3646
"17","b28","J","238.6",6655
"17","a1","K","210.5",5627
"17","x50","K","319.2",5870
"17","d56","K","249.9",5269
"18","e5","A","251",2438
"18","r18","B","203.3",3435
"18","v22","B","163.8",3777
"18","y25","B","413.65",2874
"18","j36","B","496.2",3070
"18","n40","B","330.25",3552
"18","c29","C","237.9",2591
"18","c55","C","319.2",2312
"18","c3","D","191.1",2208
"18","i9","D","234.6",2018
"18","n14","D","262.8",2079
"18","d30","D","304.3",2532
"18","n40","D","384.7",2006
"18","s19","E","219.7",2197
"18","a27","E","292.65",2101
"18","k11","F","270.4",3238
"18","p16","F","285.6",3261
"18","r44","F","422.1",3102
"18","y51","F","238",3813
"18","w23","G","238.5",3953
"18","k37","G","410.55",3441
"18","x50","G","319.2",4195
"18","u21","H","245.5",3536
"18","e31","H","213.1",4100
"18","l38","H","260.8",4318
"18","y51","H","281.9",4193
"18","j10","I","237.8",4508
"18","p16","I","203.4",4400
"18","a27","I","345",4315
"18","x50","I","365.2",3835
"18","d56","I","373.8",3518
"18","b28","J","238.6",7190
"18","e57","J","381.5",5874
"18","d56","K","249.9",4777
"19","e5","A","251",3131
"19","m39","A","212.15",3925
"19","q43","A","341.56",4519
"19","y51","A","237.9",3746
"19","y25","B","413.65",3550
"19","g7","C","196.7",4156
"19","o15","C","330.4",3811
"19","k37","C","395.5",4105
"19","s45","C","232.07",2882
"19","w49","C","410.8",3337
"19","a27","D","202.4",2562
"19","d30","D","304.3",3551
"19","z52","D","469.3",2643
"19","c55","D","355.8",2726
"19","m13","E","368.6",2768
"19","s19","E","219.7",3539
"19","a27","E","292.65",3292
"19","m39","E","196.9",2748
"19","k11","F","270.4",5040
"19","p16","F","285.6",5282
"19","g33","F","227.9",6164
"19","r44","F","422.1",5515
"19","w49","F","403.83",5654
"19","j10","G","483.9",4052
"19","y25","G","356.45",3788
"19","k37","G","410.55",3969
"19","x50","G","319.2",3971
"19","a53","G","277",4570
"19","e57","G","381.6",4995
"19","q17","H","175.95",6771
"19","e31","H","213.1",6962
"19","h34","H","233.8",7851
"19","e57","H","352.4",7104
"19","p16","I","203.4",5650
"19","p42","I","312.25",4733
"19","x50","I","365.2",4737
"19","d56","I","373.8",3920
"19","b2","J","360.3",9890
"19","t46","J","278.7",6584
"19","c3","K","177.6",5775
"19","f6","K","262.85",6602
"19","z26","K","162.6",6139
"19","d56","K","249.9",5926
"20","i9","A","153.8",3828
"20","i35","A","380.25",4287
"20","y51","A","237.9",4127
"20","e57","A","352.4",4228
"20","f6","B","262.8",5059
"20","n14","B","191.75",4071
"20","r18","B","203.3",4331
"20","b28","B","245.4",4412
"20","f32","B","465.9",6049
"20","n40","B","330.25",5756
"20","b54","B","212.4",4103
"20","c29","C","237.9",2492
"20","g33","C","221",1887
"20","s45","C","232.07",1984
"20","a53","C","421",2330
"20","a27","D","202.4",3457
"20","i35","D","368.5",4776
"20","c55","D","355.8",4696
"20","a27","E","292.65",4730
"20","j36","E","397.9",4454
"20","b54","E","281.6",4605
"20","v22","F","192.3",5505
"20","r44","F","422.1",5944
"20","d56","F","249.9",4092
"20","j10","G","483.9",5457
"20","x50","G","319.2",5390
"20","a53","G","277",5916
"20","y51","H","281.9",7066
"20","l12","I","261.95",6111
"20","p16","I","203.4",6318
"20","x24","I","324.75",5290
"20","a27","I","345",7551
"20","x50","I","365.2",6211
"20","e57","J","381.5",13036
"20","c3","K","177.6",8485
"20","l38","K","242.5",10695
"20","a53","K","277.06",8618
"20","d56","K","249.9",7945
"21","m13","A","279.1",4515
"21","u21","A","226.5",4758
"21","e31","A","262.4",4349
"21","m39","A","212.15",4760
"21","u47","A","216.9",4115
"21","f6","B","262.8",3493
"21","b28","B","245.4",3202
"21","f32","B","465.9",4262
"21","n40","B","330.25",3830
"21","b54","B","212.4",3100
"21","w23","C","257.5",2323
